Rk,Gtm,Date,Var.4,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,X.,Thr,Opp..Starter..GmeSc.,SOPercH,IP,HA,RA,ER,UER,BBA,OSO,HRA,HBPA,ERA,BF,Pit,Str,IR,IS,SBA,CSA,ABA,2BA,3BA,IBBA,SHA,SFA,ROEA,DPT,NumPitchers,Umpire,Pitchers Used (Rest-GameScore-Dec),BAA,SLGA,OBPA,OPSA,WHIP,FIP,StrPerc,SOPerc,K_9,K_BB,HR_9,team,Year
54,54,May 27,,DET,"W,5-3",35,30,5,7,1,0,2,4,3,0,6,0,1,1,0,0,1,0,.241,.300,.406,.707,6,9,L,D.Norris(47),0.2343364578194376,9.0,8,3,3,0,3,9,0,0,5.78,38,162,105,1,0,2,0,35,3,0,0,0,0,1,0,3,Adam Hamari,"G.Ynoa (4-47), D.Straily (4-W), S.Armstrong (0-Sv)",0.2714132762312634,0.5149892933618844,0.3458076740881099,0.8607969674499942,1.4910242872228088,5.8602513199577615,0.6081475428971636,0.19545669663984855,7.850052798310454,2.075272599366866,2.166842661034847,BAL,2019
55,55,May 28,,DET,"L,0-3",35,32,0,6,0,0,0,0,2,0,13,1,0,0,0,0,1,1,.240,.300,.403,.702,8,11,L,M.Boyd(67),0.23666343355965083,9.0,8,3,3,0,2,9,1,0,5.73,37,131,86,0,0,0,0,35,5,0,0,0,0,0,0,2,Phil Cuzzi,"D.Bundy (4-59-L), M.Castro (2)",0.27062532842879666,0.5139253809774041,0.34450651769087526,0.8584318986682794,1.483937823834197,5.8129637305699475,0.6088756035870315,0.19627906976744186,7.871502590673575,2.099398039898513,2.145077720207254,BAL,2019
56,56,May 29,,DET,"L,2-4",36,32,2,5,3,0,1,2,2,0,10,2,0,0,0,0,1,0,.239,.299,.402,.700,7,12,L,R.Carpenter(52),0.23736892278360344,9.0,6,4,4,0,1,11,2,0,5.70,34,143,95,0,0,0,0,32,1,0,0,1,0,0,0,4,Todd Tichenor,"J.Means (4-69), M.Givens (2-BSv), R.Bleier (2), B.Kline (2-L)",0.26925064599483206,0.5121447028423772,0.34234647112740607,0.8544911739697834,1.4710071210579858,5.779615462868769,0.6097726501526977,0.19826007326007325,7.928789420142421,2.1434582446413546,2.1424211597151577,BAL,2019
57,57,May 31,,SFG,"W,9-6",37,31,9,9,1,0,3,9,5,0,6,1,0,0,0,1,2,1,.240,.301,.405,.706,4,9,L,D.Pomeranz(10),0.2360655737704918,9.0,9,6,6,0,6,3,1,1,5.70,41,163,93,1,0,0,0,33,0,1,0,0,1,0,2,4,Mike Muchlinski,"A.Cashner (5-22-W), P.Fry (4-H), M.Givens (1-H), R.Bleier (1-Sv)",0.2693089430894309,0.510670731707317,0.34322986954565904,0.8539006012529761,1.4745254745254746,5.783430569430569,0.6090626388271879,0.1959550561797753,7.84015984015984,2.0960530743714245,2.121878121878122,BAL,2019
58,58,Jun 1,,SFG,"L,2-8",33,32,2,6,0,0,1,2,1,0,4,0,0,0,0,1,0,0,.239,.299,.403,.702,4,9,R,S.Anderson(62),0.23431734317343172,9.0,8,8,8,0,4,8,1,0,5.75,39,152,98,3,3,0,0,33,4,0,0,0,2,0,0,3,Rob Drake,"D.Hess (5-23-L), M.Castro (3), J.Lucas (6)",0.2688655672163918,0.5097451274362819,0.34261715296198053,0.8523622803982625,1.4720314033366044,5.75570755642787,0.6096548711227611,0.196113074204947,7.842983316977429,2.094240837696335,2.1020608439646713,BAL,2019
59,59,Jun 2,,SFG,"L,1-8",34,32,1,4,1,0,1,1,2,0,13,0,0,0,0,0,0,0,.237,.297,.401,.698,6,9,R,J.Samardzija(68),0.2366030881017257,9.0,11,8,6,2,5,7,3,0,5.75,43,156,97,0,0,0,0,37,4,0,0,0,1,1,1,3,Chris Segal,"G.Ynoa (5-47-L), B.Kline (3), D.Straily (5)",0.2693817468105986,0.5122669283611384,0.3431670281995662,0.8554339565607045,1.4773384763741562,5.7887348119575694,0.6098582474226805,0.1954919809276116,7.828351012536162,2.0782452421547397,2.1176470588235294,BAL,2019
60,60,Jun 4,@,TEX,"W,12-11",43,38,12,15,1,0,5,12,4,0,5,0,0,1,0,1,2,1,.240,.300,.408,.708,4,10,L,D.Smyly(16),0.23429844097995545,9.0,14,11,9,2,5,12,1,1,5.81,48,197,124,5,3,1,0,41,3,0,0,0,1,2,1,7,Mark Ripperger,"D.Bundy (6-45-W), P.Fry (3), B.Kline (1), S.Armstrong (7), J.Lucas (2), R.Bleier (3), M.Givens (3-Sv)",0.2708032708032708,0.5117845117845118,0.3446663833404165,0.8564508951249283,1.4881516587677726,5.752388625592417,0.6102639604585129,0.19660297239915075,7.8995260663507105,2.085491644520517,2.098578199052133,BAL,2019
61,61,Jun 5,@,TEX,"L,1-2",48,43,1,8,0,0,1,1,3,0,14,2,0,0,0,1,2,0,.239,.299,.405,.705,11,12,L,M.Minor(60),0.23549934583515045,11.2,9,2,2,0,2,9,0,2,5.71,47,203,131,0,0,1,0,43,2,0,0,0,0,0,1,5,Brian O'Nora,"J.Means (6-64), S.Armstrong (0), M.Castro (3), R.Bleier (0), P.Fry (0-L)",0.2695570216776626,0.5065975494816211,0.3433333333333333,0.8499308828149543,1.477631334694635,5.677337664748468,0.610996705107084,0.1965029142381349,7.885650640430666,2.107048792464622,2.054947094857991,BAL,2019
62,62,Jun 6,@,TEX,"L,3-4",36,32,3,8,2,0,1,3,2,0,11,1,1,0,0,2,1,0,.239,.300,.405,.705,6,11,R,A.Jurado(49),0.23658222413052812,8.0,8,4,3,1,2,5,1,0,5.68,32,115,79,1,0,1,1,29,1,0,0,0,1,0,1,2,Jeff Kellogg,"D.Hess (4-43-L), M.Castro (0)",0.2696420269642027,0.5053463505346351,0.34292763157894735,0.8482739821135824,1.474300347539784,5.657753429668922,0.6118856212475832,0.19597370583401807,7.852569965246021,2.110526082916685,2.041338942747393,BAL,2019
63,63,Jun 7,@,HOU,"L,3-4",40,39,3,5,1,0,1,3,0,0,17,1,0,0,1,0,0,0,.237,.297,.402,.699,4,11,R,G.Cole(75),0.2397636133389616,10.2,6,4,4,0,4,6,2,1,5.64,42,165,107,1,0,2,0,37,1,0,0,0,0,0,1,5,John Tumpane,"G.Ynoa (4-53), S.Armstrong (1), R.Bleier (1), M.Givens (2), B.Kline (2-L)",0.26782449725776963,0.5027422303473492,0.341552142279709,0.8442943726270582,1.465254085114024,5.659681450888849,0.6124899919935949,0.19507269789983844,7.805710181361106,2.0999086996217557,2.0362722212246362,BAL,2019
64,64,Jun 8,@,HOU,"W,4-1",37,35,4,8,1,0,2,3,1,0,9,1,0,0,0,0,0,0,.237,.297,.402,.699,6,9,L,F.Valdez(70),0.2398171238570241,9.0,4,1,1,0,2,5,0,0,5.56,32,120,80,1,0,0,0,29,0,0,0,0,1,0,0,3,Ramon De Jesus,"A.Cashner (7-62), P.Fry (2-W), M.Castro (1-Sv)",0.26612539467749213,0.4979702300405954,0.33958499600957703,0.8375552260501724,1.4525534546739707,5.613717264534371,0.6131329113924051,0.19457735247208932,7.761088531542676,2.1033576138959527,2.003887612652412,BAL,2019
65,65,Jun 9,@,HOU,"L,0-4",34,30,0,6,0,0,0,0,4,0,8,0,0,0,0,2,0,1,.237,.297,.400,.696,7,11,L,W.Miley(63),0.23975409836065573,8.0,5,4,3,1,3,8,1,1,5.53,33,131,79,2,0,1,1,28,0,0,0,0,1,1,0,3,Lance Barksdale,"D.Bundy (4-59-L), E.Phillips (13), J.Lucas (4)",0.2650334075723831,0.4953229398663697,0.3387160299330445,0.8340389697994142,1.446244990416449,5.590720683045827,0.6130040027335741,0.1951987406532861,7.77835859905907,2.110548487298413,1.991636173549399,BAL,2019
66,66,Jun 11,,TOR,"W,4-2",37,33,4,11,6,0,0,4,4,0,7,0,0,0,0,1,0,1,.238,.298,.401,.700,9,11,R,T.Thornton(42),0.2389987888574889,9.0,5,2,2,0,4,13,1,0,5.48,35,169,102,1,0,0,0,31,1,0,0,0,0,0,1,5,Jim Reynolds,"J.Means (5-59-W), S.Armstrong (3-H), M.Castro (2-H), R.Bleier (3-H), M.Givens (3-Sv)",0.26362038664323373,0.49253075571177507,0.33760683760683763,0.8301375933186127,1.4393549493909763,5.552308457711443,0.6128505570495582,0.19759316770186336,7.858980957282553,2.129618007614744,1.9763252702007206,BAL,2019
67,67,Jun 12,,TOR,"L,6-8",40,32,6,8,2,1,1,5,7,0,7,1,0,0,0,1,0,1,.238,.300,.402,.702,7,10,R,D.Law(50),0.23798172427493047,9.0,10,8,3,5,6,9,1,0,5.44,44,194,109,3,3,2,0,38,3,0,0,0,0,1,0,5,Stu Scheurwater,"D.Hess (5-43-L), M.Castro (0), E.Phillips (2), D.Straily (9), P.Fry (3)",0.2636127917026793,0.4913569576490925,0.3380443086325439,0.8294012662816364,1.444500760263558,5.538717013008954,0.611917782387328,0.19770992366412213,7.8763304612265586,2.1141994204318193,1.9614799797263052,BAL,2019
68,68,Jun 13,,TOR,"L,3-12",37,37,3,10,1,0,1,3,0,0,10,0,0,0,2,2,1,0,.239,.300,.402,.702,7,10,R,M.Stroman(57),0.2384494909945184,9.0,17,12,12,0,4,4,3,0,5.54,47,201,120,1,1,0,0,42,3,0,0,0,1,0,1,4,Mark Wegner,"G.Ynoa (5-42-L), P.Fry (0), E.Phillips (0), J.Lucas (3)",0.2661290322580645,0.49490662139219016,0.3399624765478424,0.8348690979400326,1.4578132800798802,5.57545781328008,0.6116406033126677,0.19572553430821146,7.81827259111333,2.096301353359303,1.9770344483275089,BAL,2019
69,69,Jun 14,,BOS,"L,2-13",36,34,2,9,2,0,1,2,0,0,6,1,1,0,0,0,0,0,.239,.299,.402,.701,7,11,L,E.Rodriguez(65),0.23745173745173745,9.0,16,13,13,0,7,6,6,2,5.65,50,203,124,1,1,0,0,41,1,0,0,0,0,0,2,3,Mark Carlson,"L.Ortiz (99-34-L), D.Straily (1), J.Rogers (64)",0.2682519816437213,0.5010429703796412,0.3429097605893186,0.8439527309689598,1.4740121331365799,5.683257255287752,0.6116257947320618,0.19433198380566802,7.791441219872111,2.0624194367407522,2.0363994097393014,BAL,2019
70,70,Jun 15,,BOS,"L,2-7",38,34,2,8,1,0,0,2,3,0,15,0,0,1,0,0,0,0,.239,.299,.400,.699,9,11,L,C.Sale(61),0.23972602739726026,9.0,12,7,5,2,4,12,1,0,5.64,43,164,108,2,1,1,0,38,1,0,0,0,1,1,1,5,Jansen Visconti,"D.Bundy (5-47-L), R.Bleier (3), S.Armstrong (3), P.Fry (1), M.Castro (2)",0.26899383983572894,0.4997946611909651,0.3433647570703408,0.8431594182613059,1.478429471643238,5.6489652609468415,0.6123143010560229,0.1956521739130435,7.852641783809986,2.0768431983385254,2.0213281628696076,BAL,2019
71,71,Jun 16,,BOS,"L,6-8",48,43,6,12,1,1,2,5,5,0,9,0,0,0,2,1,2,0,.240,.300,.402,.702,12,11,L,B.Johnson(45),0.23878923766816143,10.0,14,8,4,4,5,6,2,0,5.61,48,194,120,4,2,1,0,43,2,1,0,0,0,1,1,7,Tripp Gibson,"J.Means (4-45), J.Yacabonis (35), R.Bleier (0), S.Armstrong (0), P.Fry (0), M.Givens (4-BL), D.Hess (3)",0.26997578692493945,0.5008071025020178,0.3442622950819672,0.8450693975839849,1.4851327715058038,5.656359675624106,0.6124208304011259,0.19444444444444445,7.813642868500557,2.0602996113354215,2.017808872634759,BAL,2019
72,72,Jun 17,@,OAK,"L,2-3",32,29,2,4,0,0,0,1,2,0,6,0,1,0,0,0,0,1,.238,.299,.399,.698,3,9,R,M.Fiers(62),0.23818316100443132,8.0,5,3,1,2,3,5,0,1,5.55,33,129,80,0,0,0,0,29,3,0,0,0,0,0,0,2,John Libka,"A.Cashner (8-57-L), J.Yacabonis (0)",0.26884722776226566,0.4982050259274033,0.34343078548784783,0.8416358114152511,1.4790390956194066,5.624111477468991,0.6125076106810472,0.1939457937346005,7.786151672162035,2.055893436812059,1.9924634950541686,BAL,2019
73,73,Jun 18,@,OAK,"L,2-16",32,31,2,4,0,0,1,1,1,0,4,0,0,0,0,1,0,0,.237,.297,.396,.694,3,10,L,B.Anderson(64),0.23686131386861314,8.0,15,16,9,7,3,6,6,1,5.61,44,169,102,2,2,0,0,40,3,1,0,0,0,1,0,3,Paul Emmel,"G.Ynoa (4-31-L), P.Fry (1), D.Straily (3)",0.27051433058500196,0.5053003533568905,0.3447797433229275,0.850080096679818,1.488602884168088,5.7105110869902305,0.6123778501628665,0.19306759098786827,7.773298185765235,2.0552747131102174,2.0514808497441464,BAL,2019
74,74,Jun 19,@,OAK,"L,3-8",38,32,3,6,0,0,0,3,4,0,12,1,0,1,0,0,1,0,.236,.297,.394,.691,8,10,R,C.Bassitt(60),0.23794096472282217,8.0,11,8,8,0,3,5,1,1,5.65,39,150,98,4,3,0,0,35,7,0,0,0,0,1,2,5,Mike Estabrook,"J.Yacabonis (1-55), J.Rogers (4-L), S.Armstrong (2), R.Bleier (2), M.Castro (3)",0.2711076684740511,0.506584043377227,0.3453114305270363,0.8518954739042632,1.4918057895542962,5.698300811762904,0.6128977657413677,0.19220246238030095,7.746975034461633,2.0510200357651183,2.040128656762138,BAL,2019
75,75,Jun 20,@,SEA,"L,2-5",35,30,2,4,0,0,0,2,5,1,11,0,0,0,0,1,1,0,.235,.297,.391,.687,6,9,R,T.Scott(41),0.2388908638464273,8.0,9,5,5,0,4,15,2,0,5.65,37,169,104,4,2,2,0,33,2,0,0,0,0,0,0,4,D.J. Reyburn,"D.Bundy (4-45-L), E.Phillips (6), P.Fry (1), M.Givens (3)",0.2711281070745698,0.5066921606118547,0.34538695505238254,0.8520791156642373,1.4934180662732637,5.680333787259798,0.6129328327075511,0.19486659912191828,7.857467090331367,2.075464911334125,2.0426690876078077,BAL,2019
76,76,Jun 21,@,SEA,"L,9-10",39,39,9,14,4,0,0,8,0,0,8,0,0,0,1,3,0,0,.237,.298,.392,.689,3,10,R,M.Leake(18),0.23842917251051893,8.0,13,10,10,0,8,7,3,0,5.71,45,179,104,0,0,2,0,37,3,0,0,0,0,0,0,5,Fieldin Culbreth,"S.Gilmartin (99-22-L), B.Kline (13), T.Scott (52), S.Armstrong (1), R.Bleier (1)",0.2722473604826546,0.5090497737556561,0.34720372836218377,0.8562535021178399,1.5069517117655853,5.72409119449843,0.6124630055902663,0.19427811044577512,7.857676782777695,2.0418866473200237,2.058603677679773,BAL,2019
77,77,Jun 22,@,SEA,"W,8-4",41,32,8,8,1,0,2,8,7,1,9,0,1,1,0,0,3,1,.237,.299,.393,.691,6,10,L,T.Milone(50),0.23816107846526097,9.0,7,4,4,0,3,9,1,0,5.69,38,157,89,0,0,0,0,35,3,0,0,0,0,1,0,4,CB Bucknor,"A.Cashner (4-56-W), J.Yacabonis (2), J.Rogers (2), M.Givens (1)",0.2713062895422404,0.5072571641235579,0.34615384615384615,0.8534110102774041,1.5016964154005017,5.696667060038354,0.611882152422693,0.1948094612352168,7.87284260215371,2.0518321165357603,2.0445493435609974,BAL,2019
78,78,Jun 23,@,SEA,"L,3-13",38,33,3,7,4,0,1,3,5,0,8,0,0,0,1,2,0,0,.237,.299,.393,.692,8,12,L,Y.Kikuchi(48),0.2378027976799727,8.0,13,13,12,1,5,4,2,2,5.78,44,178,102,3,3,0,0,35,0,0,0,0,2,1,1,5,Chris Segal,"G.Ynoa (4-16-L), M.Wotherspoon (80), T.Scott (1), M.Castro (3), B.Kline (1)",0.27259368111682586,0.5077149155033064,0.34769928710304604,0.8554142026063525,1.5104242600962239,5.715822423093746,0.611328906312505,0.19332901554404144,7.833503426155416,2.030543178803442,2.046945618894883,BAL,2019
79,79,Jun 25,,SDP,"L,3-8",38,36,3,11,2,0,1,3,2,0,9,0,0,0,1,2,0,0,.238,.299,.394,.693,8,9,L,L.Allen(51),0.23779050185247558,9.0,12,8,8,0,3,6,4,1,5.81,41,133,84,0,0,0,0,37,1,0,0,0,0,0,2,4,Dana DeMuth,"J.Yacabonis (2-29-L), J.Rogers (2), M.Castro (1), B.Kline (1)",0.27328742297934033,0.5099673794853208,0.3482571154461145,0.8582244949314353,1.5124478342207512,5.753933803424953,0.6115421152628245,0.19271332694151486,7.809756799539502,2.030234672233258,2.0722406101597355,BAL,2019
80,80,Jun 26,,SDP,"L,5-10",39,36,5,8,1,1,2,5,3,0,15,0,0,0,1,0,0,0,.238,.299,.395,.694,7,10,L,M.Strahm(55),0.23969414893617022,9.0,11,10,10,0,3,10,5,2,5.86,42,167,108,1,1,3,0,37,0,0,0,0,0,0,0,5,Angel Hernandez,"D.Bundy (5-31-L), S.Armstrong (4), T.Scott (2), R.Bleier (4), M.Givens (3)",0.27360515021459225,0.5125178826895566,0.34869043862417165,0.8612083213137283,1.5129990055405598,5.798173888336411,0.6120009375732479,0.1933144118574582,7.837761045603069,2.043265224492517,2.1096746696974003,BAL,2019
81,81,Jun 28,,CLE,"W,13-0",43,38,13,16,4,0,2,13,4,0,5,0,0,1,0,0,1,0,.240,.302,.399,.700,6,9,R,M.Clevinger(16),0.23795476892822026,9.0,6,0,0,0,2,8,0,0,5.79,34,147,95,0,0,0,0,32,1,0,0,0,0,1,1,4,Andy Fletcher,"J.Means (11-69-W), B.Kline (2), P.Fry (7), M.Castro (2)",0.27263083451202264,0.5091937765205092,0.34748673118950985,0.856680507710019,1.5051199326693787,5.751522794220788,0.6123899273906999,0.1937597503900156,7.839809229906018,2.0562233038641105,2.083041099733483,BAL,2019
82,82,Jun 29,,CLE,"W,13-0",45,35,13,13,4,0,4,13,6,0,6,3,1,0,0,0,0,0,.242,.304,.404,.709,8,11,R,Z.Plesac(20),0.2364341085271318,9.0,5,0,0,0,1,10,0,0,5.72,32,124,85,0,0,0,0,31,1,0,0,0,0,0,1,2,Will Little,"A.Cashner (6-76-W), T.Scott (2)",0.2714235746764603,0.5057712486883525,0.34590417310664606,0.8516754217949987,1.494666851364455,5.696338273999169,0.6130833970925784,0.19493358047574916,7.866740545781965,2.082439523448071,2.0570716165673915,BAL,2019
83,83,Jun 30,,CLE,"L,0-2",32,31,0,5,1,0,0,0,1,0,14,0,0,0,0,0,0,0,.241,.303,.402,.705,5,13,R,S.Bieber(87),0.23849104859335038,9.0,10,2,2,0,2,6,0,0,5.67,39,137,86,2,0,1,0,37,3,0,0,0,0,0,0,4,Joe West,"G.Ynoa (6-54-L), P.Fry (1), S.Armstrong (3), R.Bleier (3)",0.27140883977900554,0.5037983425414365,0.3454489920586439,0.8492473346000804,1.4926802572171296,5.657562730879738,0.6132354054667979,0.19444444444444445,7.843754275550691,2.0884561161929116,2.031741688329457,BAL,2019
84,84,Jul 1,@,TBR,"L,3-6",38,35,3,9,3,0,0,3,3,0,11,0,0,0,1,0,0,2,.241,.303,.401,.704,8,10,R,R.Stanek(54),0.23910296904611497,8.0,10,6,6,0,4,5,1,0,5.68,36,142,85,0,0,1,0,32,0,0,0,0,0,0,1,4,Nic Lentz,"T.Eshelman (99-46), B.Kline (2-BL), M.Castro (2), J.Yacabonis (5)",0.2718579234972678,0.5027322404371585,0.3459214501510574,0.8486536905882158,1.4954662335904723,5.651406956286372,0.6130796314330661,0.19384057971014493,7.81973203410475,2.0776026665803697,2.0219244823386116,BAL,2019
85,85,Jul 2,@,TBR,"L,3-6",34,33,3,6,0,0,2,3,1,0,16,0,0,0,0,0,0,0,.240,.302,.401,.703,4,9,R,C.Morton(76),0.2415625,8.0,8,6,6,0,4,10,1,0,5.70,36,151,93,2,1,3,0,32,2,0,0,0,0,0,0,4,John Tumpane,"A.Wojciechowski (99-46-L), P.Fry (1), J.Yacabonis (0), M.Givens (5)",0.2716216216216216,0.5016891891891891,0.3457860131500299,0.847475202339219,1.4955147944838667,5.631994376757263,0.6131111111111112,0.19474313022700118,7.856473423483733,2.0830005431136387,2.0123175793278887,BAL,2019
86,86,Jul 3,@,TBR,"W,9-6",44,39,9,11,0,1,2,8,4,0,14,0,1,0,0,0,0,0,.241,.303,.402,.705,8,13,R,R.Stanek(55),0.24260172626387178,9.0,11,6,5,1,0,6,1,1,5.69,38,145,100,2,0,1,2,37,3,0,0,0,0,1,0,4,Lance Barksdale,"J.Means (4-60), M.Givens (0-W), R.Bleier (2), S.Armstrong (2-Sv)",0.2719386052719386,0.5011678345011679,0.34544917257683216,0.846617007078,1.4922608810689244,5.604527847598889,0.6139245144741664,0.19432959243945658,7.834369625611854,2.1021692597680586,2.000264585262601,BAL,2019
87,87,Jul 5,@,TOR,"W,4-1",36,30,4,6,0,0,1,4,5,0,9,0,1,0,0,1,1,0,.241,.303,.401,.704,5,12,R,A.Sanchez(54),0.2426829268292683,9.0,4,1,1,0,2,8,1,0,5.63,33,129,84,1,0,1,0,31,1,1,0,0,0,0,0,4,Adrian Johnson,"D.Bundy (8-68-W), R.Bleier (1-H), M.Castro (3-H), P.Fry (2-Sv)",0.2704755614266843,0.49933949801849403,0.34386889083991806,0.8432083888584121,1.482546738135704,5.580322395084325,0.6142732684768404,0.194793799356537,7.836318473003007,2.11421859623504,1.9884952281343966,BAL,2019
88,88,Jul 6,@,TOR,"W,8-1",40,36,8,10,3,0,2,8,4,0,4,0,0,0,2,2,0,1,.241,.304,.402,.706,5,9,L,C.Richard(41),0.24096385542168675,9.0,3,1,1,0,1,8,0,0,5.58,31,115,78,0,0,0,0,30,0,0,0,0,0,0,0,3,Quinn Wolcott,"A.Cashner (6-71-W), J.Yacabonis (3), S.Armstrong (2)",0.26880313930673644,0.49542184434270764,0.34193735498839906,0.8373591993311067,1.470474221475643,5.536005427057759,0.6148030815753474,0.19536231884057972,7.838221992505492,2.1328438973450208,1.9653702028685878,BAL,2019
89,89,Jul 7,@,TOR,"L,1-6",34,33,1,6,2,0,1,1,1,0,5,0,0,0,0,0,0,0,.240,.303,.402,.704,6,9,R,T.Thornton(71),0.24001192605843769,8.0,9,6,6,0,4,9,1,0,5.59,36,134,88,4,2,1,0,32,3,1,0,0,0,0,1,5,Gary Cederstrom,"A.Wojciechowski (4-46-L), S.Armstrong (0), R.Bleier (1), G.Ynoa (6), P.Fry (1)",0.2689320388349515,0.49579288025889967,0.3421354764638347,0.8379283567227344,1.4720552500319735,5.521200409259496,0.6152035940954147,0.1959265633964429,7.861619132881443,2.1343083028655356,1.9567719657245173,BAL,2019
90,90,Jul 12,,TBR,"L,4-16",35,32,4,5,1,1,1,4,2,0,10,0,0,1,1,0,0,0,.240,.302,.401,.703,4,11,R,Y.Chirinos(69),0.24048391856004722,9.0,20,16,14,2,1,4,2,0,5.69,49,163,111,2,2,1,0,48,7,0,0,0,0,1,1,5,Sam Holbrook,"D.Bundy (6-10-L), G.Ynoa (4), A.Wojciechowski (4), M.Castro (6), S.Wilkerson (99)",0.2711918419375398,0.4987253027405991,0.34333427681856776,0.8420595795591669,1.4818561132886585,5.521497787330889,0.6159593965881855,0.19434229137199435,7.8176760652421295,2.140120245475219,1.9572638765962829,BAL,2019
91,91,Jul 13 (1),,TBR,"W,2-1",31,31,2,7,0,0,1,2,0,0,13,0,0,0,0,0,1,0,.239,.301,.400,.701,5,10,L,B.McKay(68),0.24210526315789474,9.0,3,1,1,0,4,6,1,1,5.63,33,149,85,3,0,1,0,28,0,0,0,0,0,0,2,5,Manny Gonzalez,"A.Brooks (12-60), J.Yacabonis (6), S.Armstrong (5), R.Bleier (5-W), M.Givens (9-Sv)",0.2697409981048642,0.49620972836386606,0.34240044868199665,0.8386101770458627,1.4739342417802226,5.5117872234029255,0.6154865713289153,0.19422645739910313,7.797224653081636,2.1322420848589276,1.946493311663958,BAL,2019
92,92,Jul 13 (2),,TBR,"L,4-12",39,37,4,10,2,0,1,4,2,0,10,0,0,0,0,0,0,0,.240,.301,.400,.701,8,9,R,C.Morton(57),0.24226655102630817,9.0,15,12,12,0,1,7,6,1,5.70,44,158,105,0,0,0,0,41,5,0,0,0,1,0,0,3,Jim Wolf,"J.Means (9-36-L), D.Hess (26), T.Scott (22)",0.2709697536638603,0.5017149984409105,0.3429362880886427,0.8446512865295532,1.477314872048461,5.5690500679935715,0.6160215276340302,0.1937984496124031,7.788354555569292,2.14717339958897,1.9915935220670047,BAL,2019
93,93,Jul 14,,TBR,"L,1-4",30,30,1,3,0,0,0,1,0,0,9,0,0,0,0,0,0,0,.238,.299,.397,.697,2,10,R,R.Stanek(58),0.24276296933218688,9.0,5,4,4,0,4,11,2,0,5.69,35,157,102,2,0,0,0,30,0,0,0,0,1,0,1,4,Sean Barber,"T.Eshelman (12-49-L), P.Fry (6), R.Bleier (0), S.Armstrong (0)",0.27000308928019773,0.5004633920296571,0.3421124828532236,0.8425758748828807,1.4720625993397727,5.562697884826996,0.616382252559727,0.19495475733479573,7.823694828218609,2.154480167267659,1.9916860251864532,BAL,2019
94,94,Jul 16,,WSN,"L,1-8",35,30,1,4,1,0,1,1,3,0,6,2,0,0,0,0,0,0,.237,.299,.396,.695,7,9,R,A.Voth(63),0.2420544835414302,9.0,12,8,7,1,2,12,2,2,5.70,43,190,116,0,0,3,0,39,3,0,0,0,0,0,0,5,Chad Fairchild,"A.Wojciechowski (3-51-L), S.Armstrong (1), M.Castro (3), J.Yacabonis (2), T.Scott (2)",0.27045177045177043,0.5009157509157509,0.34246203904555317,0.8433777899613041,1.4729713387350345,5.546809287701052,0.6163072776280324,0.19593495934959348,7.86914983673963,2.177645251649047,1.9917765146934334,BAL,2019
95,95,Jul 17,,WSN,"W,9-2",37,33,9,15,1,0,2,9,2,0,3,0,0,2,0,2,0,1,.240,.300,.399,.699,4,10,R,E.Fedde(60),0.24038191519236168,9.0,5,2,2,0,3,3,0,1,5.66,36,158,98,5,0,3,0,31,2,0,0,0,1,1,1,4,Mike Estabrook,"A.Brooks (3-48), G.Ynoa (4-W), P.Fry (2-H), M.Givens (3-Sv)",0.2694284850317508,0.49833686120350773,0.34156820622986034,0.8399050674333681,1.466682617537983,5.525281253738486,0.6163488465128684,0.19484702093397746,7.816724488575189,2.167099489567476,1.970331379351597,BAL,2019
96,96,Jul 19,,BOS,"W,11-2",43,38,11,14,1,1,2,9,3,0,7,1,0,1,1,0,1,0,.241,.302,.401,.703,8,10,L,D.Price(25),0.23945615982241952,9.0,7,2,2,0,2,6,1,0,5.62,36,138,96,0,0,0,0,34,0,0,0,0,0,0,0,4,Todd Tichenor,"J.Means (5-55-W), R.Bleier (4), J.Yacabonis (2), M.Castro (2)",0.2687818018557318,0.49625860520802156,0.3406914893617021,0.8369500945697237,1.4617114451414368,5.508946147473074,0.6170718816067653,0.19457735247208932,7.797372470114807,2.1720423726298925,1.9599952657119186,BAL,2019
97,97,Jul 20,,BOS,"L,6-17",43,41,6,14,4,1,2,6,2,0,10,0,0,0,0,0,0,0,.242,.303,.404,.707,10,11,R,R.Porcello(24),0.23937482862626816,9.0,17,17,9,8,5,7,5,1,5.66,50,179,116,4,2,0,0,44,3,1,0,0,0,1,1,4,Tom Hallion,"T.Eshelman (5-21-L), J.Yacabonis (0), T.Scott (20), S.Wilkerson (7)",0.27031019202363366,0.5007385524372231,0.342257217847769,0.8429957702849922,1.4720693289612368,5.562050122965219,0.61743388834476,0.19386149003147954,7.788968263262677,2.160755533463934,1.9920365382363274,BAL,2019
